DRAGEN-A_DRAGEN-C	Bowtie2_Mutect2	Bowtie2_TNscope	BWA_Mutect2	BWA_TNscope	DRAGMAP_Mutect2	DRAGMAP_TNscope	HISAT2_Mutect2	HISAT2_TNscope	Total_Variants	TP	Recall	Precision	F1score
0	0	0	0	0	0	1	1	1	36817	36507	0.876034842703909	0.9915799766412255	0.9302331507198368
0	1	1	1	1	0	0	0	0	37228	36982	0.8874331101672546	0.9933920704845814	0.937427915995995
0	1	1	1	0	1	0	0	0	37713	37449	0.8986394068101649	0.9929997613555008	0.9434661023354244
0	1	1	1	0	0	1	0	0	37219	36971	0.887169150289156	0.9933367366130202	0.937255995538204
0	1	1	1	0	0	0	1	0	37694	37437	0.8983514505795119	0.993181938770096	0.9433895699724066
0	1	1	1	0	0	0	0	1	36745	36509	0.8760828354090179	0.9935773574636004	0.931138259073172
0	1	1	0	1	1	0	0	0	37227	36981	0.8874091138147001	0.9933918929809008	0.9374144486692016
0	1	1	0	1	0	1	0	0	37220	36972	0.8871931466417105	0.9933369156367544	0.9372694662390832
0	1	1	0	1	0	0	1	0	37221	36979	0.8873611211095913	0.993498293973832	0.9374350394199812
0	1	1	0	1	0	0	0	1	36585	36350	0.8722674153528663	0.993576602432691	0.9289785069897007
0	1	1	0	0	1	1	0	0	37218	36970	0.8871451539366016	0.9933365575796658	0.9372425244958236
0	1	1	0	0	1	0	1	0	37693	37436	0.8983274542269575	0.9931817578860797	0.9433762568354208
0	1	1	0	0	1	0	0	1	36744	36508	0.8760588390564634	0.9935771826692792	0.9311246285881888
0	1	1	0	0	0	1	1	0	37213	36968	0.8870971612314928	0.9934162792572488	0.937251223284233
0	1	1	0	0	0	1	0	1	36575	36340	0.8720274518273222	0.9935748462064252	0.9288416317349965
0	1	1	0	0	0	0	1	1	36752	36516	0.8762508098768987	0.9935785807575098	0.9312336627350972
0	1	0	1	1	1	0	0	0	37964	37689	0.9043985314232236	0.9927562954377832	0.9465198337456208
0	1	0	1	1	0	1	0	0	37927	37653	0.9035346627312648	0.9927755952224008	0.9460552763819096
0	1	0	1	1	0	0	1	0	37940	37672	0.9039905934297988	0.9929362150764364	0.9463781040784796
0	1	0	1	1	0	0	0	1	36697	36449	0.8746430542557532	0.993241954383192	0.9301773637871634
0	1	0	1	0	1	1	0	0	37971	37678	0.9041345715451252	0.9922835848410628	0.946160413841595
0	1	0	1	0	1	0	1	0	40968	40361	0.968516785448612	0.985183557898848	0.9767790806016384
0	1	0	1	0	1	0	0	1	36902	36647	0.8793943320615266	0.9930898054306	0.9327903277123768
0	1	0	1	0	0	1	1	0	37939	37661	0.9037266335517	0.9926724478768548	0.9461136512083606
0	1	0	1	0	0	1	0	1	36688	36439	0.874403090730209	0.9932130396860008	0.9300289684919796
0	1	0	1	0	0	0	1	1	36898	36645	0.8793463393564178	0.993143259797279	0.932786906110397
0	1	0	0	1	1	1	0	0	37926	37652	0.9035106663787104	0.9927754047355376	0.946042035703966
0	1	0	0	1	1	0	1	0	37939	37671	0.9039665970772442	0.9929360288884788	0.9463648696176457
0	1	0	0	1	1	0	0	1	36696	36448	0.8746190579031987	0.9932417702201874	0.9301637126925189
0	1	0	0	1	0	1	1	0	37916	37645	0.9033426919108296	0.9928526215845552	0.9459849979268492
0	1	0	0	1	0	1	0	1	36694	36444	0.8745230724929811	0.993186897040388	0.9300853675654294
0	1	0	0	1	0	0	1	1	36702	36454	0.8747630360185252	0.9932428750476812	0.9302456140350877
0	1	0	0	0	1	1	1	0	37938	37660	0.9037026371991456	0.992672254731404	0.946100413259474
0	1	0	0	0	1	1	0	1	36687	36438	0.8743790943776546	0.993212854689672	0.9300153139356816
0	1	0	0	0	1	0	1	1	36897	36644	0.8793223430038634	0.9931430739626528	0.93277332315133
0	1	0	0	0	0	1	1	1	36693	36444	0.8745230724929811	0.9932139645163928	0.9300972360462446
0	0	1	1	1	1	0	0	0	37302	37028	0.8885369423847576	0.992654549353922	0.9377144666033556
0	0	1	1	1	0	1	0	0	37285	37010	0.8881050080387781	0.9926243797773904	0.9374604219965044
0	0	1	1	1	0	0	1	0	37260	37000	0.887865044513234	0.9930220075147612	0.9375039590538812
0	0	1	1	1	0	0	0	1	36645	36385	0.8731072876922708	0.9929048983490244	0.9291606016496846
0	0	1	1	0	1	1	0	0	37293	37017	0.888272982506659	0.9925991472930576	0.9375427399133804
0	0	1	1	0	1	0	1	0	37744	37468	0.8990953375086986	0.9926875794828316	0.9435763123764432
0	0	1	1	0	1	0	0	1	36813	36551	0.8770906822163032	0.9928829489582484	0.9314017786611626
0	0	1	1	0	0	1	1	0	37251	36989	0.8876010846351354	0.9929666317682748	0.9373321169732908
0	0	1	1	0	0	1	0	1	36635	36375	0.8728673241667266	0.9929029616486966	0.9290238545231648
0	0	1	1	0	0	0	1	1	36787	36534	0.8766827442228782	0.993122570473265	0.9312770838643896
0	0	1	0	1	1	1	0	0	37283	37009	0.8880810116862237	0.9926508059973714	0.9374588378337302
0	0	1	0	1	1	0	1	0	37258	36999	0.8878410481606795	0.9930484728112084	0.9375023754925188
0	0	1	0	1	1	0	0	1	36643	36384	0.8730832913397164	0.992931801435472	0.9291587925838908
0	0	1	0	1	0	1	1	0	37271	36997	0.8877930554555707	0.9926484398057472	0.9372973246858533
0	0	1	0	1	0	1	0	1	36987	36638	0.879178364888537	0.990564252304864	0.9315535214848716
0	0	1	0	1	0	0	1	1	36645	36382	0.8730352986346075	0.9928230317915132	0.9290839909088588
0	0	1	0	0	1	1	1	0	37249	36988	0.8875770882825811	0.992993100485919	0.9373305288766124
0	0	1	0	0	1	1	0	1	36633	36374	0.8728433278141723	0.9929298719733574	0.9290220417337114
0	0	1	0	0	1	0	1	1	36785	36533	0.8766587478703237	0.9931493815413892	0.9312753320247776
0	0	1	0	0	0	1	1	1	36635	36372	0.8727953351090634	0.9928210727446432	0.9289472339990804
0	0	0	1	1	1	1	0	0	38110	37750	0.9058623089290428	0.9905536604565732	0.94631688454934
0	0	0	1	1	1	0	1	0	38062	37740	0.9056223454034986	0.9915401187536124	0.9466357308584686
0	0	0	1	1	1	0	0	1	36819	36518	0.8762988025820075	0.991824873027513	0.9304897314375988
0	0	0	1	1	0	1	1	0	38023	37704	0.90475847671154	0.9916103411093286	0.9461955430636418
0	0	0	1	1	0	1	0	1	36804	36505	0.8759868499988002	0.9918758830561896	0.9303362768709303
0	0	0	1	1	0	0	1	1	36797	36500	0.8758668682360281	0.9919286898388456	0.930291831273098
0	0	0	1	0	1	1	1	0	38060	37730	0.9053823818779544	0.9913294797687862	0.946408638832102
0	0	0	1	0	1	1	0	1	36808	36509	0.8760828354090179	0.991876765920452	0.9303907952243218
0	0	0	1	0	1	0	1	1	36998	36699	0.880642142394356	0.9919184820801124	0.9329740310915076
0	0	0	1	0	0	1	1	1	36781	36491	0.8756509010630384	0.9921154944128762	0.9302521222627272
0	0	0	0	1	1	1	1	0	38021	37703	0.9047344803589854	0.99163620104679	0.9461941927874118
0	0	0	0	1	1	1	0	1	36801	36504	0.8759628536462458	0.991929567131328	0.9303463567551036
0	0	0	0	1	1	0	1	1	36790	36499	0.8758428718834738	0.9920902419135634	0.930349336630004
0	0	0	0	1	0	1	1	1	36804	36501	0.8758908645885826	0.9917671992174764	0.9302343361749302
0	0	0	0	0	1	1	1	1	36779	36490	0.875626904710484	0.9921422550912206	0.930250344159486
0	1	1	1	1	1	0	0	0	37227	36981	0.8874091138147001	0.9933918929809008	0.9374144486692016
0	1	1	1	1	0	1	0	0	37209	36963	0.8869771794687208	0.9933886962831572	0.9371719783981136
0	1	1	1	1	0	0	1	0	37210	36970	0.8871451539366016	0.9935501209352324	0.9373375759035534
0	1	1	1	1	0	0	0	1	36575	36342	0.872075444532431	0.9936295283663704	0.928892751252428
0	1	1	1	0	1	1	0	0	37218	36970	0.8871451539366016	0.9933365575796658	0.9372425244958236
0	1	1	1	0	1	0	1	0	37693	37436	0.8983274542269575	0.9931817578860797	0.9433762568354208
0	1	1	1	0	1	0	0	1	36744	36508	0.8760588390564634	0.9935771826692792	0.9311246285881888
0	1	1	1	0	0	1	1	0	37201	36959	0.8868811940585031	0.9934947985269214	0.937165605903086
0	1	1	1	0	0	1	0	1	36565	36332	0.8718354810068869	0.9936277861342814	0.928755847542115
0	1	1	1	0	0	0	1	1	36740	36506	0.8760108463513546	0.9936309199782254	0.9311211151212172
0	1	1	0	1	1	1	0	0	37208	36962	0.8869531831161663	0.9933885185981508	0.9371585045828528
0	1	1	0	1	1	0	1	0	37209	36969	0.8871211575840472	0.9935499475933242	0.9373241043584088
0	1	1	0	1	1	0	0	1	36574	36341	0.8720514481798767	0.9936293541860338	0.9288790624560688
0	1	1	0	1	0	1	1	0	37202	36960	0.8869051904110575	0.9934949733885275	0.9371790808240889
0	1	1	0	1	0	1	0	1	36571	36336	0.8719314664171046	0.9935741434469936	0.9287868718368184
0	1	1	0	1	0	0	1	1	36580	36347	0.8721954262952031	0.993630399125205	0.9289611899863264
0	1	1	0	0	1	1	1	0	37200	36958	0.8868571977059487	0.993494623655914	0.9371521306403968
0	1	1	0	0	1	1	0	1	36564	36331	0.8718114846543326	0.9936276118586588	0.928742155246239
0	1	1	0	0	1	0	1	1	36739	36505	0.8759868499988002	0.9936307466180352	0.9311074835484364
0	1	1	0	0	0	1	1	1	36570	36337	0.871955462769659	0.9936286573694284	0.9288243037715834
0	1	0	1	1	1	1	0	0	37926	37652	0.9035106663787104	0.9927754047355376	0.946042035703966
0	1	0	1	1	1	0	1	0	37939	37671	0.9039665970772442	0.9929360288884788	0.9463648696176457
0	1	0	1	1	1	0	0	1	36696	36448	0.8746190579031987	0.9932417702201874	0.9301637126925189
0	1	0	1	1	0	1	1	0	37902	37635	0.9031027283852856	0.9929555168592686	0.9459000942507068
0	1	0	1	1	0	1	0	1	36682	36435	0.8743071053199913	0.9932664522108936	0.929998085635888
0	1	0	1	1	0	0	1	1	36692	36446	0.8745710651980899	0.9932955412624004	0.9301601480252664
0	1	0	1	0	1	1	1	0	37938	37660	0.9037026371991456	0.992672254731404	0.946100413259474
0	1	0	1	0	1	1	0	1	36687	36438	0.8743790943776546	0.993212854689672	0.9300153139356816
0	1	0	1	0	1	0	1	1	36897	36644	0.8793223430038634	0.9931430739626528	0.93277332315133
0	1	0	1	0	0	1	1	1	36683	36436	0.8743311016725458	0.9932666357713382	0.9300117412833732
0	1	0	0	1	1	1	1	0	37901	37634	0.903078732032731	0.9929553309939052	0.9458868474627392
0	1	0	0	1	1	1	0	1	36681	36434	0.874283108967437	0.9932662686404404	0.9299844296398396
0	1	0	0	1	1	0	1	1	36691	36445	0.8745470688455355	0.9932953585347906	0.9301464958399266
0	1	0	0	1	0	1	1	1	36687	36440	0.8744270870827634	0.9932673699130482	0.9300663603879532
0	1	0	0	0	1	1	1	1	36682	36435	0.8743071053199913	0.9932664522108936	0.929998085635888
0	0	1	1	1	1	1	0	0	37283	37009	0.8880810116862237	0.9926508059973714	0.9374588378337302
0	0	1	1	1	1	0	1	0	37258	36999	0.8878410481606795	0.9930484728112084	0.9375023754925188
0	0	1	1	1	1	0	0	1	36643	36384	0.8730832913397164	0.992931801435472	0.9291587925838908
0	0	1	1	1	0	1	1	0	37241	36981	0.8874091138147001	0.9930184474101124	0.9372481435486733
0	0	1	1	1	0	1	0	1	36631	36371	0.872771338756509	0.9929021866724904	0.92896914589293
0	0	1	1	1	0	0	1	1	36617	36367	0.8726753533462913	0.9931725701177048	0.9290330821305404
0	0	1	1	0	1	1	1	0	37249	36988	0.8875770882825811	0.992993100485919	0.9373305288766124
0	0	1	1	0	1	1	0	1	36633	36374	0.8728433278141723	0.9929298719733574	0.9290220417337114
0	0	1	1	0	1	0	1	1	36785	36533	0.8766587478703237	0.9931493815413892	0.9312753320247776
0	0	1	1	0	0	1	1	1	36607	36357	0.8724353898207472	0.99317070505641	0.9288962698007152
0	0	1	0	1	1	1	1	0	37239	36980	0.8873851174621458	0.9930449260184216	0.9372465531224656
0	0	1	0	1	1	1	0	1	36629	36370	0.8727473424039546	0.992929099893527	0.9289673316134964
0	0	1	0	1	1	0	1	1	36615	36366	0.872651356993737	0.9931995083981976	0.9290312691600244
0	0	1	0	1	0	1	1	1	36631	36368	0.8726993496988458	0.9928202888264038	0.9288925214548428
0	0	1	0	0	1	1	1	1	36605	36356	0.8724113934681929	0.9931976505941812	0.928894453103043
0	0	0	1	1	1	1	1	0	38021	37703	0.9047344803589854	0.99163620104679	0.9461941927874118
0	0	0	1	1	1	1	0	1	36801	36504	0.8759628536462458	0.991929567131328	0.9303463567551036
0	0	0	1	1	1	0	1	1	36790	36499	0.8758428718834738	0.9920902419135634	0.930349336630004
0	0	0	1	1	0	1	1	1	36774	36486	0.8755309193002664	0.992168379833578	0.9302076561245172
0	0	0	1	0	1	1	1	1	36779	36490	0.875626904710484	0.9921422550912206	0.930250344159486
0	0	0	0	1	1	1	1	1	36772	36485	0.8755069229477119	0.9921951484825412	0.9302058767289184
0	1	1	1	1	1	1	0	0	37208	36962	0.8869531831161663	0.9933885185981508	0.9371585045828528
0	1	1	1	1	1	0	1	0	37209	36969	0.8871211575840472	0.9935499475933242	0.9373241043584088
0	1	1	1	1	1	0	0	1	36574	36341	0.8720514481798767	0.9936293541860338	0.9288790624560688
0	1	1	1	1	0	1	1	0	37191	36951	0.8866892232380678	0.9935468258449623	0.9370815581253804
0	1	1	1	1	0	1	0	1	36561	36328	0.8717394955966693	0.9936270889745904	0.9287010762584044
0	1	1	1	1	0	0	1	1	36570	36339	0.8720034554747679	0.9936833470057423	0.9288754265557304
0	1	1	1	0	1	1	1	0	37200	36958	0.8868571977059487	0.993494623655914	0.9371521306403968
0	1	1	1	0	1	1	0	1	36564	36331	0.8718114846543326	0.9936276118586588	0.928742155246239
0	1	1	1	0	1	0	1	1	36739	36505	0.8759868499988002	0.9936307466180352	0.9311074835484364
0	1	1	1	0	0	1	1	1	36560	36329	0.8717634919492238	0.9936816192560176	0.9287385118811756
0	1	1	0	1	1	1	1	0	37190	36950	0.8866652268855134	0.993546652325894	0.9370680800882544
0	1	1	0	1	1	1	0	1	36560	36327	0.8717154992441148	0.9936269146608316	0.9286873825623456
0	1	1	0	1	1	0	1	1	36569	36338	0.8719794591222134	0.9936831742732916	0.9288617366631732
0	1	1	0	1	0	1	1	1	36566	36333	0.8718594773594414	0.993627960400372	0.9287695394879792
0	1	1	0	0	1	1	1	1	36559	36328	0.8717394955966693	0.99368144642906	0.928724818488598
0	1	0	1	1	1	1	1	0	37901	37634	0.903078732032731	0.9929553309939052	0.9458868474627392
0	1	0	1	1	1	1	0	1	36681	36434	0.874283108967437	0.9932662686404404	0.9299844296398396
0	1	0	1	1	1	0	1	1	36691	36445	0.8745470688455355	0.9932953585347906	0.9301464958399266
0	1	0	1	1	0	1	1	1	36677	36432	0.8742351162623281	0.9933200643455028	0.9299808551372049
0	1	0	1	0	1	1	1	1	36682	36435	0.8743071053199913	0.9932664522108936	0.929998085635888
0	1	0	0	1	1	1	1	1	36676	36431	0.8742111199097737	0.9933198822118008	0.9299671980497516
0	0	1	1	1	1	1	1	0	37239	36980	0.8873851174621458	0.9930449260184216	0.9372465531224656
0	0	1	1	1	1	1	0	1	36629	36370	0.8727473424039546	0.992929099893527	0.9289673316134964
0	0	1	1	1	1	0	1	1	36615	36366	0.872651356993737	0.9931995083981976	0.9290312691600244
0	0	1	1	1	0	1	1	1	36603	36353	0.8723394044105296	0.9931699587465508	0.9288415350809954
0	0	1	1	0	1	1	1	1	36605	36356	0.8724113934681929	0.9931976505941812	0.928894453103043
0	0	1	0	1	1	1	1	1	36601	36352	0.8723154080579751	0.9931969071883282	0.9288397168919436
0	0	0	1	1	1	1	1	1	36772	36485	0.8755069229477119	0.9921951484825412	0.9302058767289184
0	1	1	1	1	1	1	1	0	37190	36950	0.8866652268855134	0.993546652325894	0.9370680800882544
0	1	1	1	1	1	1	0	1	36560	36327	0.8717154992441148	0.9936269146608316	0.9286873825623456
0	1	1	1	1	1	0	1	1	36569	36338	0.8719794591222134	0.9936831742732916	0.9288617366631732
0	1	1	1	1	0	1	1	1	36556	36325	0.871667506539006	0.9936809278914542	0.9286837362103568
0	1	1	1	0	1	1	1	1	36559	36328	0.8717394955966693	0.99368144642906	0.928724818488598
0	1	1	0	1	1	1	1	1	36555	36324	0.8716435101864517	0.9936807550266722	0.9286700414173954
0	1	0	1	1	1	1	1	1	36676	36431	0.8742111199097737	0.9933198822118008	0.9299671980497516
0	0	1	1	1	1	1	1	1	36601	36352	0.8723154080579751	0.9931969071883282	0.9288397168919436
0	1	1	1	1	1	1	1	1	36555	36324	0.8716435101864517	0.9936807550266722	0.9286700414173954
1	0	0	0	0	0	0	0	0	42294	41253	0.989922	0.975387	0.9826
