Sample	Pipeline	Recall	Precision	F1score	Recall_avg	Precision_avg	F1_avg	Shape
SRR13076392	BWA_TNscope	0.93692	0.634422	0.756554	0.9107400000000001	0.655481888888889	0.7612432222222223	o
SRR13076392	DRAGEN-A_DeepVariant	0.231911	0.603865	0.335121	0.2234591111111111	0.5908916666666666	0.324233	o
SRR13076392	DRAGEN-A_DRAGEN-C	0.990724	0.681992	0.807867	0.9544423333333333	0.6764354444444445	0.7910032222222223	o
SRR13076392	DRAGEN-A_Mutect2	0.983302	0.525273	0.684755	0.9503194444444445	0.5385543333333334	0.6854186666666666	o
SRR13076392	DRAGEN-A_TNscope	0.931354	0.633838	0.75432	0.9086786666666666	0.6455964444444445	0.7539108888888888	o
SRR13076392	DRAGMAP_DeepVariant	0.226345	0.60396	0.329285	0.22510822222222224	0.5952742222222223	0.32665822222222224	o
SRR13076392	DRAGMAP_DRAGEN-C	0.990724	0.681122	0.807256	0.9548547777777778	0.6751362222222222	0.7902443333333333	o
SRR13076392	DRAGMAP_Mutect2	0.985158	0.525743	0.685604	0.9507318888888889	0.532509	0.680637	o
SRR13076392	DRAGMAP_TNscope	0.93692	0.621921	0.747594	0.911977	0.6396574444444444	0.7508196666666667	o
SRR13076392	HISAT2_Mutect2	0.922078	0.638817	0.754746	0.880437	0.6191358888888889	0.7227721111111111	o
SRR13076392	HISAT2_TNscope	0.836735	0.691718	0.757347	0.825396888888889	0.695769	0.7537045555555555	o
SRR13076393	Bowtie2_DeepVariant	0.198516	0.566138	0.293956	0.19521744444444444	0.5626706666666667	0.28981511111111113	v
SRR13076393	Bowtie2_DRAGEN-C	0.849722	0.702454	0.769102	0.9358894444444444	0.6579672222222221	0.7709862222222222	v
SRR13076393	Bowtie2_Mutect2	0.842301	0.521839	0.644429	0.9299114444444443	0.5381102222222222	0.6808946666666666	v
SRR13076393	Bowtie2_TNscope	0.810761	0.665145	0.730769	0.8847661111111113	0.6256378888888889	0.7321757777777778	v
